cust_id;age;gender;city;loyalty_segment;preferred_channel;registration_date
2557;30;FEMALE;Sharjah;Silver;Store;29/11/2021
2558;30;MALE;Dubai;Silver;Store;10/05/2022
2559;20;MALE;Sharjah;Silver;Store;13/02/2024
2560;35;FEMALE;Dubai;Platinum;Website;04/01/2022
2561;25;MALE;Dubai;Silver;Website;18/09/2024
2562;30;FEMALE;Abu Dhabi;Silver;Store;28/02/2024
2563;18;FEMALE;Dubai;Gold;Store;16/04/2024
2564;30;FEMALE;Abu Dhabi;Platinum;Store;05/04/2021
2565;25;MALE;Dubai;Gold;Noon;02/09/2024
2566;40;FEMALE;Dubai;Gold;Amazon.Ae;26/06/2023
2567;18;FEMALE;Abu Dhabi;Silver;Store;30/01/2024
2568;25;FEMALE;Abu Dhabi;Silver;Amazon.Ae;04/05/2024
2569;30;MALE;Dubai;Silver;Store;13/03/2023
2570;35;MALE;Dubai;Gold;Website;27/07/2021
2571;30;FEMALE;Dubai;Gold;Noon;30/08/2022
2572;35;FEMALE;Dubai;Gold;Store;18/04/2022
2573;40;MALE;Sharjah;Gold;Website;27/06/2025
2574;45;MALE;Sharjah;Silver;Store;29/10/2023
2575;25;MALE;Dubai;Silver;Store;16/05/2021
2576;30;MALE;Dubai;Silver;Website;02/09/2022
2577;40;MALE;Sharjah;Silver;Noon;30/06/2023
2578;60;MALE;Abu Dhabi;Gold;Website;18/09/2021
2579;45;FEMALE;Abu Dhabi;Silver;Amazon.Ae;16/03/2024
2580;25;MALE;Abu Dhabi;Gold;Amazon.Ae;03/04/2022
2581;20;FEMALE;Dubai;Gold;Store;17/09/2025
2582;30;MALE;Dubai;Silver;Store;01/01/2025
2583;35;MALE;Sharjah;Silver;Website;07/12/2024
2584;30;MALE;Abu Dhabi;Silver;Website;04/03/2025
2585;30;MALE;Dubai;Silver;Store;20/08/2021
2586;40;FEMALE;Dubai;Gold;Noon;11/04/2021
2587;25;FEMALE;Dubai;Silver;Mobileapp;27/05/2021
2588;45;MALE;Abu Dhabi;Gold;Store;18/12/2022
2589;25;MALE;Dubai;Gold;Website;22/05/2022
2590;25;MALE;Dubai;Silver;Store;12/07/2022
2591;30;FEMALE;Sharjah;Gold;Website;14/04/2021
2592;40;FEMALE;Dubai;Gold;Amazon.Ae;02/12/2021
2593;20;MALE;Dubai;Gold;Amazon.Ae;22/03/2022
2594;20;FEMALE;Dubai;Silver;Store;04/01/2023
2595;55;FEMALE;Dubai;Silver;Website;20/03/2022
2596;20;MALE;Dubai;Silver;Website;28/04/2021
2597;30;MALE;Sharjah;Silver;Store;21/03/2025
2598;30;FEMALE;Sharjah;Gold;Store;18/07/2023
2599;30;FEMALE;Dubai;Gold;Website;24/12/2022
2600;35;MALE;Dubai;Platinum;Website;21/07/2022
2601;20;MALE;Abu Dhabi;Silver;Store;04/04/2025
2602;30;MALE;Dubai;Silver;Store;29/03/2021
2603;25;MALE;Dubai;Gold;Store;11/07/2025
2604;35;FEMALE;Sharjah;Silver;Store;21/04/2022
2605;20;MALE;Dubai;Silver;Website;02/09/2025
2606;30;FEMALE;Dubai;Silver;Store;17/02/2025
2607;20;FEMALE;Dubai;Silver;Store;13/08/2025
2608;25;MALE;Dubai;Gold;Amazon.Ae;22/10/2021
2609;20;MALE;Dubai;Silver;Store;21/12/2022
2610;20;MALE;Dubai;Gold;Website;05/11/2024
2611;40;FEMALE;Dubai;Gold;Noon;22/09/2023
2612;25;MALE;Abu Dhabi;Silver;Website;30/07/2024
2613;50;FEMALE;Dubai;Platinum;Mobileapp;24/04/2023
2614;55;FEMALE;Dubai;Silver;Store;17/11/2022
2615;30;MALE;Abu Dhabi;Platinum;Store;01/10/2022
2616;20;FEMALE;Sharjah;Silver;Website;25/03/2024
2617;25;FEMALE;Dubai;Gold;Website;18/04/2024
2618;40;MALE;Dubai;Silver;Store;19/08/2023
2619;25;MALE;Dubai;Gold;Website;24/07/2023
2620;18;FEMALE;Abu Dhabi;Gold;Amazon.Ae;09/06/2023
2621;30;FEMALE;Dubai;Silver;Store;03/07/2023
2622;40;MALE;Dubai;Platinum;Website;16/01/2024
2623;40;MALE;Dubai;Silver;Website;10/02/2022
2624;20;MALE;Dubai;Silver;Mobileapp;28/02/2025
2625;35;FEMALE;Dubai;Gold;Mobileapp;14/07/2024
2626;20;MALE;Dubai;Gold;Mobileapp;06/06/2025
2627;20;MALE;Sharjah;Silver;Store;24/12/2023
2628;45;FEMALE;Abu Dhabi;Silver;Store;29/04/2021
2629;20;MALE;Dubai;Platinum;Store;07/12/2021
2630;25;FEMALE;Dubai;Gold;Website;09/11/2021
2631;18;MALE;Dubai;Silver;Mobileapp;12/06/2021
2632;45;FEMALE;Dubai;Silver;Noon;09/03/2025
2633;40;MALE;Sharjah;Platinum;Website;20/10/2021
2634;35;FEMALE;Sharjah;Gold;Website;21/11/2022
2635;40;FEMALE;Dubai;Platinum;Website;01/11/2024
2636;20;MALE;Dubai;Silver;Store;15/04/2025
2637;30;MALE;Dubai;Gold;Website;25/11/2024
2638;25;MALE;Abu Dhabi;Gold;Website;04/11/2022
2639;18;MALE;Abu Dhabi;Silver;Noon;24/11/2024
2640;30;FEMALE;Sharjah;Silver;Store;03/02/2022
2641;50;FEMALE;Abu Dhabi;Gold;Noon;28/06/2023
2642;18;MALE;Dubai;Silver;Website;02/05/2022
2643;25;FEMALE;Abu Dhabi;Gold;Store;19/03/2025
2644;20;FEMALE;Abu Dhabi;Gold;Store;14/11/2023
2645;20;FEMALE;Abu Dhabi;Gold;Store;19/12/2023
2646;50;MALE;Dubai;Gold;Website;19/01/2023
2647;30;MALE;Abu Dhabi;Silver;Store;28/08/2021
2648;30;MALE;Abu Dhabi;Silver;Store;07/11/2021
2649;40;MALE;Abu Dhabi;Gold;Noon;17/11/2021
2650;20;MALE;Abu Dhabi;Silver;Website;03/11/2022
2651;30;MALE;Abu Dhabi;Silver;Mobileapp;13/02/2025
2652;25;MALE;Abu Dhabi;Silver;Store;26/07/2022
2653;30;FEMALE;Abu Dhabi;Silver;Website;18/02/2022
2654;60;MALE;Abu Dhabi;Gold;Store;07/09/2024
2655;40;MALE;Dubai;Silver;Amazon.Ae;06/02/2022
2656;25;MALE;Dubai;Silver;Store;28/02/2021
2657;40;MALE;Dubai;Platinum;Website;22/02/2021
2658;20;FEMALE;Abu Dhabi;Gold;Website;24/12/2023
2659;18;MALE;Abu Dhabi;Gold;Website;25/09/2022
2660;20;MALE;Sharjah;Gold;Mobileapp;17/02/2024
2661;25;MALE;Dubai;Gold;Store;13/10/2021
2662;30;MALE;Dubai;Gold;Store;18/01/2021
2663;35;MALE;Dubai;Silver;Mobileapp;26/10/2023
2664;50;FEMALE;Dubai;Platinum;Website;16/11/2024
2665;30;MALE;Abu Dhabi;Silver;Store;09/06/2021
2666;30;MALE;Dubai;Platinum;Store;22/05/2021
2667;18;MALE;Abu Dhabi;Silver;Mobileapp;01/02/2022
2668;18;MALE;Abu Dhabi;Silver;Noon;08/11/2023
2669;30;FEMALE;Dubai;Silver;Website;03/08/2022
2670;25;FEMALE;Sharjah;Silver;Amazon.Ae;12/02/2024
2671;40;FEMALE;Dubai;Gold;Website;18/06/2022
2672;20;MALE;Dubai;Platinum;Store;05/04/2025
2673;18;MALE;Sharjah;Platinum;Store;30/06/2023
2674;25;FEMALE;Sharjah;Platinum;Website;06/04/2022
2675;20;FEMALE;Dubai;Silver;Website;22/06/2025
2676;18;MALE;Dubai;Platinum;Mobileapp;29/06/2025
2677;35;MALE;Dubai;Silver;Website;13/10/2021
2678;20;MALE;Dubai;Gold;Noon;26/10/2023
2679;35;MALE;Sharjah;Silver;Website;09/05/2021
2680;25;MALE;Abu Dhabi;Silver;Store;14/08/2023
2681;20;MALE;Dubai;Platinum;Store;02/11/2022
2682;25;FEMALE;Sharjah;Platinum;Website;14/05/2022
2683;40;MALE;Dubai;Gold;Amazon.Ae;03/10/2021
2684;25;MALE;Dubai;Gold;Store;12/01/2024
2685;40;MALE;Sharjah;Silver;Noon;16/02/2024
2686;20;FEMALE;Sharjah;Gold;Noon;29/01/2021
2687;40;MALE;Sharjah;Gold;Website;02/10/2023
2688;20;FEMALE;Abu Dhabi;Silver;Store;13/10/2024
2689;35;MALE;Abu Dhabi;Silver;Store;12/10/2022
2690;30;FEMALE;Dubai;Silver;Store;26/03/2024
2691;50;MALE;Abu Dhabi;Gold;Store;31/01/2021
2692;25;MALE;Sharjah;Silver;Website;23/04/2023
2693;18;MALE;Dubai;Silver;Store;02/08/2024
2694;18;MALE;Abu Dhabi;Silver;Mobileapp;16/08/2025
2695;40;MALE;Dubai;Silver;Store;02/12/2021
2696;30;FEMALE;Dubai;Gold;Store;24/07/2022
2697;40;MALE;Abu Dhabi;Gold;Website;09/11/2021
2698;20;MALE;Dubai;Silver;Noon;22/08/2022
2699;25;MALE;Abu Dhabi;Silver;Website;21/02/2024
2700;18;FEMALE;Dubai;Silver;Website;23/09/2025
2701;55;FEMALE;Sharjah;Gold;Mobileapp;15/05/2023
2702;35;FEMALE;Dubai;Silver;Mobileapp;06/01/2022
2703;50;MALE;Dubai;Silver;Amazon.Ae;16/03/2023
2704;25;FEMALE;Dubai;Gold;Store;10/11/2021
2705;35;FEMALE;Sharjah;Silver;Amazon.Ae;28/01/2021
2706;35;FEMALE;Abu Dhabi;Gold;Store;24/03/2024
2707;25;MALE;Abu Dhabi;Silver;Amazon.Ae;24/08/2023
2708;40;MALE;Dubai;Gold;Store;07/06/2024
2709;50;MALE;Dubai;Silver;Amazon.Ae;22/04/2025
2710;45;MALE;Dubai;Silver;Noon;27/10/2023
2711;35;FEMALE;Abu Dhabi;Silver;Store;18/04/2022
2712;25;MALE;Dubai;Gold;Noon;03/09/2024
2713;25;MALE;Sharjah;Platinum;Store;02/06/2024
2714;55;FEMALE;Abu Dhabi;Silver;Store;23/11/2023
2715;18;FEMALE;Dubai;Gold;Store;30/03/2021
2716;35;MALE;Dubai;Gold;Noon;19/09/2024
2717;35;FEMALE;Abu Dhabi;Platinum;Website;09/02/2021
2718;35;MALE;Dubai;Gold;Website;12/11/2022
2719;60;FEMALE;Dubai;Silver;Website;10/01/2022
2720;25;FEMALE;Dubai;Gold;Noon;14/08/2024
2721;25;MALE;Abu Dhabi;Silver;Mobileapp;25/09/2023
2722;18;FEMALE;Abu Dhabi;Silver;Store;28/01/2022
2723;25;FEMALE;Dubai;Silver;Store;08/11/2023
2724;25;MALE;Dubai;Platinum;Store;31/03/2025
2725;25;MALE;Dubai;Platinum;Website;12/05/2021
2726;40;FEMALE;Abu Dhabi;Gold;Store;17/10/2021
2727;50;MALE;Dubai;Platinum;Store;17/03/2023
2728;20;MALE;Dubai;Gold;Amazon.Ae;28/07/2021
2729;25;FEMALE;Sharjah;Silver;Store;23/11/2021
2730;50;FEMALE;Sharjah;Silver;Website;19/09/2023
2731;18;MALE;Sharjah;Silver;Store;18/05/2022
2732;18;MALE;Sharjah;Silver;Store;06/10/2021
2733;20;MALE;Dubai;Silver;Store;06/11/2024
2734;30;MALE;Dubai;Silver;Store;27/02/2023
2735;20;MALE;Dubai;Gold;Amazon.Ae;04/10/2023
2736;55;FEMALE;Dubai;Gold;Store;10/08/2023
2737;25;MALE;Sharjah;Gold;Store;25/08/2024
2738;30;MALE;Abu Dhabi;Platinum;Mobileapp;04/10/2021
2739;20;MALE;Abu Dhabi;Silver;Mobileapp;05/01/2024
2740;30;FEMALE;Dubai;Gold;Mobileapp;25/10/2021
2741;35;MALE;Sharjah;Silver;Noon;02/11/2024
2742;40;MALE;Sharjah;Silver;Mobileapp;09/03/2022
2743;40;MALE;Dubai;Platinum;Store;07/10/2023
2744;30;FEMALE;Sharjah;Silver;Mobileapp;10/02/2024
2745;50;FEMALE;Dubai;Silver;Website;01/01/2024
2746;40;MALE;Dubai;Silver;Store;13/11/2021
2747;40;MALE;Abu Dhabi;Gold;Store;11/11/2023
2748;18;MALE;Abu Dhabi;Platinum;Store;26/04/2024
2749;18;MALE;Dubai;Silver;Store;01/05/2021
2750;20;MALE;Dubai;Gold;Store;27/09/2024
2751;35;MALE;Sharjah;Silver;Store;15/10/2022
2752;25;MALE;Abu Dhabi;Silver;Amazon.Ae;31/10/2021
2753;25;MALE;Abu Dhabi;Silver;Amazon.Ae;25/07/2023
2754;45;MALE;Dubai;Gold;Website;10/01/2025
2755;45;FEMALE;Dubai;Silver;Mobileapp;06/10/2025
2756;50;MALE;Dubai;Silver;Store;22/12/2022
2757;25;MALE;Dubai;Silver;Amazon.Ae;11/05/2022
2758;35;MALE;Dubai;Silver;Website;25/03/2025
2759;25;FEMALE;Dubai;Gold;Store;04/07/2021
2760;20;FEMALE;Abu Dhabi;Silver;Store;07/06/2023
2761;20;MALE;Dubai;Silver;Store;19/03/2023
2762;25;MALE;Sharjah;Silver;Store;28/11/2021
2763;25;MALE;Dubai;Silver;Store;14/12/2022
2764;40;MALE;Dubai;Gold;Store;30/07/2022
2765;20;MALE;Dubai;Silver;Store;16/12/2021
2766;35;FEMALE;Dubai;Silver;Store;18/04/2023
2767;30;MALE;Dubai;Silver;Noon;16/11/2021
2768;25;FEMALE;Sharjah;Silver;Store;21/06/2022
2769;30;MALE;Abu Dhabi;Gold;Store;16/02/2022
2770;25;FEMALE;Dubai;Gold;Website;25/06/2023
2771;30;FEMALE;Dubai;Gold;Amazon.Ae;25/03/2024
2772;25;MALE;Abu Dhabi;Silver;Store;23/10/2025
2773;20;MALE;Abu Dhabi;Gold;Amazon.Ae;02/08/2025
2774;20;MALE;Dubai;Gold;Store;17/06/2022
2775;30;MALE;Abu Dhabi;Silver;Store;17/05/2022
2776;50;MALE;Sharjah;Gold;Store;18/02/2025
2777;25;FEMALE;Abu Dhabi;Gold;Website;23/03/2024
2778;35;MALE;Sharjah;Silver;Store;03/07/2023
2779;35;FEMALE;Sharjah;Silver;Website;28/12/2023
2780;50;MALE;Sharjah;Gold;Store;24/02/2025
2781;40;FEMALE;Dubai;Silver;Mobileapp;01/12/2023
2782;30;MALE;Abu Dhabi;Gold;Store;11/06/2022
2783;35;FEMALE;Abu Dhabi;Gold;Website;07/04/2024
2784;45;MALE;Abu Dhabi;Gold;Website;28/07/2025
2785;25;MALE;Sharjah;Silver;Website;12/12/2022
2786;25;FEMALE;Dubai;Silver;Store;20/01/2023
2787;18;MALE;Dubai;Silver;Mobileapp;14/08/2023
2788;40;FEMALE;Dubai;Gold;Mobileapp;22/04/2021
2789;40;FEMALE;Dubai;Gold;Store;08/04/2022
2790;20;MALE;Dubai;Gold;Noon;21/02/2021
2791;30;MALE;Abu Dhabi;Silver;Website;31/07/2025
2792;30;FEMALE;Dubai;Platinum;Website;12/09/2021
2793;20;MALE;Abu Dhabi;Platinum;Store;09/07/2025
2794;60;FEMALE;Abu Dhabi;Silver;Website;27/03/2024
2795;20;FEMALE;Dubai;Silver;Store;27/10/2021
2796;18;MALE;Dubai;Gold;Store;16/08/2023
2797;30;MALE;Abu Dhabi;Gold;Store;03/03/2022
2798;35;FEMALE;Abu Dhabi;Platinum;Mobileapp;17/09/2023
2799;18;MALE;Sharjah;Silver;Store;03/11/2021
2800;35;MALE;Sharjah;Silver;Mobileapp;09/04/2021
2801;30;MALE;Sharjah;Gold;Store;01/05/2021
2802;20;MALE;Abu Dhabi;Gold;Store;14/06/2025
2803;20;MALE;Sharjah;Gold;Mobileapp;20/11/2023
2804;30;MALE;Sharjah;Platinum;Website;18/08/2021
2805;25;FEMALE;Sharjah;Silver;Store;13/10/2022
2806;50;MALE;Dubai;Gold;Store;01/07/2024
2807;40;MALE;Sharjah;Silver;Store;28/11/2024
2808;60;FEMALE;Dubai;Silver;Website;26/02/2025
2809;25;FEMALE;Abu Dhabi;Silver;Store;21/11/2023
2810;55;FEMALE;Dubai;Gold;Mobileapp;31/03/2024
2811;25;MALE;Dubai;Platinum;Website;26/12/2024
2812;25;FEMALE;Dubai;Silver;Store;25/03/2024
2813;18;MALE;Dubai;Silver;Store;08/09/2024
2814;18;MALE;Dubai;Gold;Store;21/09/2022
2815;35;MALE;Sharjah;Gold;Store;29/04/2024
2816;30;MALE;Dubai;Platinum;Website;14/04/2024
2817;20;FEMALE;Dubai;Silver;Website;06/08/2023
2818;35;MALE;Dubai;Silver;Mobileapp;01/06/2022
2819;25;FEMALE;Abu Dhabi;Silver;Store;25/04/2023
2820;30;FEMALE;Dubai;Silver;Amazon.Ae;28/03/2025
2821;25;FEMALE;Dubai;Silver;Store;14/05/2025
2822;40;MALE;Dubai;Silver;Store;13/04/2023
2823;40;FEMALE;Abu Dhabi;Silver;Website;31/03/2023
2824;30;MALE;Dubai;Silver;Mobileapp;22/03/2023
2825;25;MALE;Dubai;Platinum;Store;01/02/2023
2826;25;FEMALE;Dubai;Silver;Mobileapp;24/09/2024
2827;40;MALE;Sharjah;Silver;Amazon.Ae;17/06/2025
2828;25;MALE;Dubai;Gold;Mobileapp;15/11/2021
2829;20;FEMALE;Abu Dhabi;Gold;Store;21/04/2021
2830;18;MALE;Dubai;Gold;Mobileapp;18/03/2023
2831;30;FEMALE;Dubai;Gold;Mobileapp;05/02/2025
2832;30;MALE;Dubai;Gold;Website;07/11/2023
2833;40;MALE;Dubai;Gold;Mobileapp;28/05/2024
2834;20;MALE;Dubai;Gold;Noon;02/05/2022
2835;25;MALE;Dubai;Gold;Store;22/03/2023
2836;40;MALE;Dubai;Silver;Store;21/08/2024
2837;40;FEMALE;Abu Dhabi;Silver;Website;01/06/2022
2838;25;MALE;Sharjah;Gold;Store;27/02/2024
2839;30;FEMALE;Dubai;Silver;Store;15/04/2023
2840;25;MALE;Abu Dhabi;Platinum;Website;16/09/2022
2841;50;MALE;Sharjah;Silver;Store;14/11/2023
2842;20;FEMALE;Sharjah;Silver;Website;14/04/2025
2843;50;FEMALE;Dubai;Platinum;Mobileapp;01/03/2024
2844;35;MALE;Abu Dhabi;Silver;Store;10/07/2022
2845;30;FEMALE;Dubai;Platinum;Amazon.Ae;06/09/2024
2846;18;FEMALE;Abu Dhabi;Platinum;Store;12/05/2022
2847;30;MALE;Dubai;Gold;Mobileapp;07/06/2023
2848;25;FEMALE;Dubai;Silver;Mobileapp;09/10/2025
2849;20;MALE;Dubai;Gold;Store;17/01/2022
2850;35;FEMALE;Dubai;Gold;Store;04/08/2021
2851;55;FEMALE;Abu Dhabi;Gold;Store;26/01/2023
2852;30;FEMALE;Dubai;Gold;Mobileapp;27/06/2022
2853;35;MALE;Abu Dhabi;Platinum;Mobileapp;05/07/2023
2854;18;MALE;Dubai;Gold;Store;01/11/2023
2855;25;FEMALE;Dubai;Platinum;Website;23/03/2021
2856;20;MALE;Abu Dhabi;Silver;Store;21/09/2023
2857;35;MALE;Sharjah;Silver;Website;25/03/2024
2858;50;FEMALE;Dubai;Silver;Noon;15/06/2021
2859;35;MALE;Dubai;Silver;Store;27/07/2021
2860;18;MALE;Sharjah;Gold;Amazon.Ae;24/01/2021
2861;25;MALE;Dubai;Silver;Mobileapp;18/03/2023
2862;30;MALE;Sharjah;Platinum;Noon;06/06/2023
2863;25;FEMALE;Abu Dhabi;Silver;Store;22/11/2022
2864;40;FEMALE;Dubai;Silver;Store;28/11/2021
2865;40;MALE;Dubai;Silver;Store;05/05/2025
2866;35;FEMALE;Dubai;Silver;Mobileapp;29/09/2023
2867;25;FEMALE;Dubai;Silver;Website;23/03/2025
2868;25;FEMALE;Sharjah;Silver;Store;15/03/2025
2869;20;MALE;Abu Dhabi;Gold;Mobileapp;24/06/2025
2870;25;FEMALE;Abu Dhabi;Silver;Store;05/06/2025
2871;25;MALE;Abu Dhabi;Silver;Store;29/08/2021
2872;35;FEMALE;Dubai;Gold;Store;16/04/2023
2873;35;FEMALE;Abu Dhabi;Silver;Store;30/06/2021
2874;18;MALE;Dubai;Silver;Store;09/08/2024
2875;25;FEMALE;Abu Dhabi;Silver;Store;12/01/2024
2876;20;MALE;Dubai;Silver;Amazon.Ae;09/05/2025
2877;20;FEMALE;Abu Dhabi;Gold;Mobileapp;31/03/2021
2878;40;MALE;Sharjah;Silver;Store;15/03/2022
2879;18;FEMALE;Dubai;Gold;Mobileapp;05/10/2025
2880;25;MALE;Dubai;Platinum;Website;27/06/2022
2881;20;MALE;Abu Dhabi;Silver;Store;12/07/2021
2882;45;MALE;Dubai;Platinum;Mobileapp;03/05/2022
2883;30;MALE;Abu Dhabi;Silver;Website;04/09/2022
2884;20;MALE;Sharjah;Silver;Website;04/10/2024
2885;30;FEMALE;Dubai;Silver;Website;18/01/2024
2886;35;MALE;Dubai;Silver;Website;13/08/2023
2887;55;MALE;Abu Dhabi;Gold;Store;21/02/2024
2888;20;MALE;Dubai;Silver;Amazon.Ae;29/10/2024
2889;45;FEMALE;Dubai;Gold;Store;07/12/2023
2890;50;FEMALE;Sharjah;Gold;Amazon.Ae;27/12/2024
2891;50;FEMALE;Abu Dhabi;Silver;Store;26/05/2021
2892;35;FEMALE;Dubai;Gold;Store;24/10/2023
2893;35;MALE;Dubai;Platinum;Website;03/04/2025
2894;25;MALE;Abu Dhabi;Silver;Store;30/08/2024
2895;40;MALE;Abu Dhabi;Silver;Mobileapp;23/11/2021
2896;30;FEMALE;Sharjah;Silver;Store;15/09/2023
2897;35;FEMALE;Dubai;Silver;Website;10/01/2024
2898;25;MALE;Sharjah;Silver;Store;02/06/2021
2899;35;MALE;Abu Dhabi;Silver;Store;06/02/2022
2900;40;MALE;Abu Dhabi;Gold;Store;31/03/2023
2901;20;MALE;Abu Dhabi;Gold;Website;03/05/2022
2902;40;FEMALE;Dubai;Silver;Website;08/03/2021
2903;30;MALE;Sharjah;Silver;Website;30/03/2021
2904;40;FEMALE;Dubai;Silver;Noon;04/03/2024
2905;25;MALE;Dubai;Silver;Website;21/07/2021
2906;25;FEMALE;Sharjah;Silver;Amazon.Ae;04/03/2022
2907;50;FEMALE;Abu Dhabi;Platinum;Store;29/07/2023
2908;25;FEMALE;Sharjah;Silver;Store;17/04/2024
2909;40;FEMALE;Abu Dhabi;Silver;Store;05/12/2021
2910;30;FEMALE;Dubai;Silver;Store;20/03/2021
2911;30;FEMALE;Sharjah;Gold;Website;09/06/2025
2912;25;FEMALE;Dubai;Gold;Website;06/04/2025
2913;30;FEMALE;Sharjah;Silver;Website;13/01/2022
2914;25;FEMALE;Dubai;Silver;Mobileapp;14/06/2021
2915;18;FEMALE;Sharjah;Silver;Noon;13/04/2025
2916;25;FEMALE;Dubai;Silver;Amazon.Ae;19/01/2023
2917;18;FEMALE;Abu Dhabi;Platinum;Store;17/09/2025
2918;55;MALE;Sharjah;Gold;Store;26/07/2023
2919;55;MALE;Dubai;Gold;Store;04/06/2021
2920;25;MALE;Abu Dhabi;Silver;Store;21/02/2024
2921;35;MALE;Sharjah;Silver;Website;11/06/2025
2922;25;FEMALE;Abu Dhabi;Gold;Website;10/05/2024
2923;35;MALE;Sharjah;Silver;Store;30/11/2023
2924;40;FEMALE;Dubai;Platinum;Mobileapp;18/06/2021
2925;50;MALE;Dubai;Silver;Mobileapp;30/12/2023
2926;25;MALE;Dubai;Silver;Store;03/03/2023
2927;40;FEMALE;Dubai;Gold;Store;15/09/2024
2928;25;FEMALE;Dubai;Silver;Amazon.Ae;03/01/2025
2929;60;MALE;Abu Dhabi;Silver;Website;23/11/2024
2930;18;FEMALE;Dubai;Silver;Store;25/02/2025
2931;35;FEMALE;Dubai;Gold;Store;30/09/2023
2932;35;MALE;Dubai;Silver;Store;20/12/2021
2933;35;MALE;Sharjah;Silver;Store;24/11/2021
2934;20;FEMALE;Abu Dhabi;Gold;Mobileapp;13/05/2022
2935;50;MALE;Dubai;Silver;Store;13/12/2024
2936;20;MALE;Sharjah;Platinum;Store;07/03/2025
2937;35;MALE;Dubai;Silver;Store;12/04/2025
2938;20;FEMALE;Sharjah;Gold;Mobileapp;11/12/2021
2939;25;FEMALE;Abu Dhabi;Silver;Store;05/10/2022
2940;30;FEMALE;Dubai;Gold;Store;28/02/2023
2941;25;MALE;Abu Dhabi;Gold;Website;12/01/2022
2942;20;FEMALE;Abu Dhabi;Platinum;Store;11/08/2024
2943;20;MALE;Dubai;Silver;Store;04/08/2024
2944;25;MALE;Sharjah;Silver;Store;01/07/2024
2945;40;MALE;Dubai;Gold;Mobileapp;10/03/2022
2946;45;MALE;Dubai;Silver;Noon;16/05/2022
2947;18;FEMALE;Dubai;Silver;Store;14/01/2024
2948;25;FEMALE;Dubai;Platinum;Store;05/06/2022
2949;20;MALE;Dubai;Silver;Store;16/07/2022
2950;18;FEMALE;Sharjah;Platinum;Mobileapp;28/05/2022
2951;35;FEMALE;Dubai;Silver;Website;31/05/2022
2952;35;FEMALE;Dubai;Gold;Mobileapp;20/03/2025
2953;20;MALE;Abu Dhabi;Silver;Website;12/05/2022
2954;20;FEMALE;Sharjah;Silver;Amazon.Ae;25/08/2022
2955;18;MALE;Sharjah;Platinum;Amazon.Ae;12/10/2023
2956;40;FEMALE;Abu Dhabi;Silver;Mobileapp;31/03/2024
2957;55;MALE;Sharjah;Gold;Website;29/10/2022
2958;20;FEMALE;Abu Dhabi;Gold;Store;31/03/2025
2959;20;MALE;Sharjah;Silver;Website;31/12/2021
2960;45;MALE;Abu Dhabi;Platinum;Website;17/04/2025
2961;50;FEMALE;Dubai;Silver;Website;19/12/2024
2962;25;FEMALE;Dubai;Gold;Store;25/08/2023
2963;18;FEMALE;Abu Dhabi;Silver;Website;18/05/2025
2964;18;FEMALE;Dubai;Gold;Website;30/12/2021
2965;30;MALE;Dubai;Gold;Website;18/04/2021
2966;25;MALE;Abu Dhabi;Silver;Store;04/11/2023
2967;18;MALE;Sharjah;Gold;Store;13/11/2023
2968;30;MALE;Dubai;Silver;Store;15/09/2022
2969;18;FEMALE;Abu Dhabi;Silver;Amazon.Ae;17/11/2021
2970;40;FEMALE;Abu Dhabi;Silver;Website;25/05/2022
2971;25;FEMALE;Sharjah;Silver;Store;03/11/2022
2972;18;FEMALE;Sharjah;Silver;Store;01/12/2023
2973;30;FEMALE;Abu Dhabi;Silver;Website;31/10/2021
2974;25;MALE;Abu Dhabi;Silver;Store;27/08/2023
2975;55;MALE;Dubai;Silver;Noon;07/08/2025
2976;30;FEMALE;Abu Dhabi;Silver;Website;09/12/2024
2977;25;MALE;Abu Dhabi;Gold;Store;13/01/2025
2978;35;MALE;Sharjah;Gold;Website;18/11/2024
2979;25;MALE;Abu Dhabi;Silver;Store;16/08/2025
2980;50;FEMALE;Dubai;Gold;Mobileapp;06/06/2025
2981;25;MALE;Abu Dhabi;Gold;Store;31/12/2021
2982;30;FEMALE;Dubai;Gold;Noon;08/01/2023
2983;18;FEMALE;Dubai;Silver;Website;16/09/2023
2984;25;MALE;Dubai;Silver;Mobileapp;18/10/2023
2985;40;FEMALE;Dubai;Gold;Store;23/12/2024
2986;40;FEMALE;Sharjah;Gold;Store;01/06/2021
2987;20;FEMALE;Dubai;Silver;Mobileapp;16/09/2021
2988;20;FEMALE;Dubai;Silver;Website;03/06/2025
2989;40;MALE;Sharjah;Gold;Store;08/12/2022
2990;50;FEMALE;Dubai;Gold;Store;11/08/2021
2991;18;MALE;Dubai;Gold;Store;13/07/2024
2992;30;FEMALE;Dubai;Silver;Website;18/08/2021
2993;25;FEMALE;Dubai;Silver;Store;15/03/2022
2994;45;FEMALE;Dubai;Silver;Store;30/05/2021
2995;18;MALE;Dubai;Silver;Store;29/06/2023
2996;20;MALE;Abu Dhabi;Silver;Store;20/01/2025
2997;40;MALE;Dubai;Gold;Store;05/09/2023
2998;18;MALE;Dubai;Silver;Noon;05/03/2024
2999;30;MALE;Sharjah;Gold;Store;27/09/2022
3000;25;MALE;Dubai;Silver;Amazon.Ae;03/02/2022
3001;25;MALE;Sharjah;Silver;Store;14/09/2022
